Quantity,Discount,Sales,Category_Office Supplies,Category_Technology,Segment_Corporate,Segment_Home Office
2,0.2,143.728,True,False,False,False
3,0.2,36.048,False,True,False,False
8,0.3,845.488,False,False,True,False
3,0.0,50.94,True,False,False,False
3,0.8,762.594,True,False,False,True
6,0.0,56.28,False,False,True,False
3,0.0,2690.97,True,False,True,False
6,0.7,7.434,True,False,True,False
1,0.2,64.784,True,False,True,False
4,0.0,28.16,True,False,False,True
1,0.0,14.98,False,False,False,False
4,0.0,20.32,False,False,False,False
3,0.0,40.29,True,False,True,False
7,0.0,20.23,True,False,False,False
4,0.2,1603.136,False,False,True,False
2,0.2,225.296,False,False,False,False
4,0.0,67.8,False,True,False,False
3,0.0,377.97,False,True,False,False
9,0.0,1628.82,False,False,False,False
7,0.0,286.93,True,False,False,False
4,0.2,20.736,True,False,False,False
3,0.0,31.44,True,False,False,False
7,0.0,83.79,True,False,False,False
3,0.0,59.52,True,False,False,False
4,0.0,31.92,True,False,False,False
5,0.2,14.72,True,False,False,False
3,0.2,38.976,True,False,False,False
2,0.2,17.088,False,False,False,False
3,0.2,74.352,True,False,True,False
3,0.2,314.352,False,False,True,False
1,0.0,4.26,True,False,False,False
8,0.0,811.28,True,False,False,False
3,0.0,6.03,True,False,False,False
2,0.2,153.568,False,False,False,False
7,0.2,1013.488,False,False,False,False
2,0.0,52.34,True,False,False,True
2,0.0,4.66,True,False,False,True
3,0.0,254.97,False,True,False,True
6,0.0,25.44,True,False,False,True
3,0.0,27.93,True,False,False,True
5,0.8,8.85,True,False,False,False
4,0.0,6.96,False,False,False,False
2,0.2,17.456,True,False,False,False
5,0.2,307.92,False,False,False,False
3,0.0,6.63,True,False,False,False
2,0.0,12.96,True,False,False,False
5,0.0,32.4,True,False,False,False
5,0.0,23.85,True,False,True,False
2,0.0,51.96,False,False,False,False
3,0.0,17.94,True,False,False,False
2,0.0,11.56,True,False,True,False
5,0.0,26.4,True,False,True,False
11,0.0,69.08,False,False,True,False
3,0.0,35.88,False,True,True,False
5,0.0,49.65,True,False,False,False
4,0.2,959.968,False,True,True,False
2,0.3,408.422,False,False,False,False
2,0.2,479.984,False,True,False,False
4,0.0,12.6,True,False,False,False
7,0.0,184.66,True,False,False,True
5,0.2,23.12,True,False,False,False
7,0.2,37.464,True,False,True,False
3,0.3,539.658,False,False,True,False
2,0.0,310.12,True,False,False,True
2,0.0,8.56,True,False,False,False
5,0.0,52.4,True,False,False,False
3,0.0,14.94,True,False,False,False
3,0.0,11.22,True,False,False,False
4,0.2,387.136,True,False,False,False
5,0.0,41.4,True,False,False,False
4,0.0,35.0,True,False,False,False
3,0.2,39.552,True,False,False,False
3,0.0,135.72,False,True,False,False
2,0.0,12.56,True,False,False,False
4,0.0,263.96,False,True,False,False
1,0.2,5.952,True,False,False,False
5,0.2,15.8,True,False,True,False
2,0.2,14.368,False,False,True,False
7,0.2,70.448,False,False,True,False
2,0.0,129.3,True,False,False,False
3,0.8,3.882,True,False,False,True
1,0.0,6.08,True,False,True,False
1,0.0,19.9,True,False,False,False
1,0.0,70.71,False,False,False,False
3,0.0,18.84,False,False,False,False
3,0.0,8.64,True,False,False,False
4,0.7,1633.188,True,False,False,True
4,0.0,19.76,False,False,False,True
2,0.2,6.608,True,False,False,False
2,0.2,7.28,True,False,False,False
1,0.2,144.784,False,False,False,False
1,0.2,156.792,False,True,False,False
3,0.2,431.976,False,True,False,False
1,0.0,35.89,True,False,False,False
7,0.2,47.208,True,False,False,False
7,0.0,248.08,True,False,False,False
5,0.0,189.7,True,False,False,False
3,0.2,59.808,True,False,False,False
1,0.0,90.99,False,False,True,False
7,0.0,1526.56,False,False,True,False
3,0.0,368.97,False,False,True,False
9,0.0,305.01,True,False,False,False
1,0.0,18.7,False,False,False,False
7,0.0,38.29,False,False,False,False
3,0.0,26.25,False,False,False,True
14,0.2,64.96,True,False,False,True
5,0.0,43.7,True,False,False,True
4,0.2,41.6,False,True,False,True
5,0.2,23.12,True,False,False,True
2,0.2,113.888,False,False,False,True
2,0.2,113.568,False,False,False,True
2,0.2,7.92,False,True,False,True
2,0.2,671.984,False,True,False,True
1,0.0,39.99,False,True,True,False
3,0.1,191.646,False,False,False,True
1,0.7,2.313,True,False,False,False
4,0.2,19.936,True,False,False,False
4,0.0,45.92,True,False,False,False
3,0.0,20.34,True,False,False,True
8,0.0,39.28,True,False,False,True
2,0.2,81.568,False,False,True,False
2,0.2,97.184,False,False,True,False
5,0.2,24.32,True,False,True,False
2,0.0,18.96,False,False,True,False
6,0.6,32.952,False,False,False,False
4,0.2,30.016,True,False,False,False
3,0.2,499.584,True,False,False,False
6,0.2,31.104,True,False,False,False
8,0.7,13.272,True,False,False,False
2,0.2,28.272,False,False,False,False
4,0.2,259.136,True,False,False,False
5,0.0,10.8,True,False,False,False
2,0.3,244.006,False,False,False,False
4,0.2,15.936,True,False,False,False
7,0.3,188.552,False,False,True,False
2,0.0,22.58,True,False,False,False
6,0.0,545.94,False,False,False,False
4,0.2,20.736,True,False,False,False
2,0.2,43.296,False,False,False,False
4,0.2,123.136,False,False,False,False
4,0.2,11.264,True,False,False,False
3,0.2,53.424,True,False,False,False
1,0.5,275.49,False,False,False,False
4,0.0,24.96,False,False,False,True
2,0.0,19.36,True,False,False,True
9,0.0,1267.65,True,False,False,True
1,0.0,12.99,False,True,True,False
4,0.2,18.56,True,False,True,False
5,0.0,449.15,True,False,True,False
7,0.2,31.248,True,False,True,False
3,0.0,61.44,True,False,True,False
4,0.0,895.92,True,False,False,False
4,0.2,55.36,True,False,False,False
5,0.2,55.92,True,False,False,False
4,0.2,24.896,True,False,False,False
1,0.2,3.984,False,False,False,False
4,0.2,95.968,False,True,False,False
3,0.7,206.991,False,True,False,False
2,0.2,44.416,True,False,False,False
2,0.7,9.006,True,False,False,False
5,0.0,19.0,True,False,False,True
4,0.2,33.376,True,False,False,True
1,0.0,207.48,True,False,False,True
3,0.0,91.68,True,False,False,True
5,0.0,904.9,True,False,False,False
3,0.2,34.272,True,False,False,False
3,0.0,191.82,False,False,False,False
5,0.2,243.88,True,False,True,False
5,0.7,12.03,True,False,False,True
5,0.7,2549.985,False,True,False,True
2,0.7,21.594,True,False,False,True
6,0.7,8.964,True,False,False,True
4,0.2,20.736,True,False,False,True
2,0.4,344.22,False,False,False,True
8,0.2,727.296,True,False,False,True
3,0.6,22.608,False,False,False,True
7,0.2,666.4,False,True,False,True
3,0.0,5.04,True,False,False,False
3,0.0,92.94,True,False,False,False
3,0.0,66.69,False,False,False,False
5,0.2,91.68,True,False,False,False
2,0.32,327.7328,False,False,False,False
11,0.2,52.272,True,False,False,False
3,0.0,17.94,True,False,False,False
3,0.2,254.352,False,False,False,True
2,0.2,8.288,True,False,True,False
5,0.0,504.9,False,False,False,False
4,0.2,403.168,False,True,True,False
4,0.0,194.32,False,False,True,False
1,0.0,25.99,True,False,True,False
4,0.2,195.136,False,False,False,False
4,0.2,20.736,True,False,False,True
6,0.0,53.7,False,True,False,False
7,0.0,36.26,True,False,False,False
2,0.0,56.3,True,False,False,False
5,0.0,32.4,True,False,False,False
2,0.0,29.16,False,False,False,False
3,0.2,171.288,False,False,True,False
5,0.2,16.72,False,False,False,False
2,0.0,12.96,True,False,False,True
2,0.0,22.18,True,False,False,True
8,0.2,2054.272,False,False,False,True
5,0.4,1022.97,False,True,False,False
5,0.0,13.9,True,False,False,True
1,0.0,26.38,True,False,False,True
7,0.2,43.176,True,False,False,False
2,0.0,411.8,False,False,False,True
4,0.0,360.0,False,True,False,True
2,0.0,41.96,False,False,False,True
4,0.0,227.84,True,False,False,True
2,0.0,37.94,True,False,False,True
2,0.0,517.9,False,True,False,True
2,0.0,5.28,True,False,False,True
5,0.2,2799.96,False,True,True,False
2,0.0,8.96,True,False,True,False
10,0.0,31.5,True,False,True,False
2,0.0,30.56,False,False,True,False
2,0.2,24.368,False,False,True,False
3,0.2,119.976,False,True,True,False
8,0.2,26.88,True,False,False,False
3,0.0,83.97,False,True,True,False
3,0.0,104.97,False,True,True,False
8,0.0,90.8,True,False,False,True
8,0.2,140.736,False,True,False,True
5,0.0,214.95,False,True,False,True
7,0.0,45.36,True,False,False,True
6,0.0,288.24,True,False,False,True
4,0.2,663.936,True,False,False,True
7,0.0,2934.33,True,False,True,False
3,0.0,124.41,False,False,True,False
5,0.0,57.75,True,False,True,False
2,0.0,114.46,True,False,False,False
2,0.15,120.666,False,False,False,False
3,0.2,342.864,True,False,False,True
5,0.6,16.74,False,False,False,True
2,0.3,981.372,False,False,False,True
8,0.0,31.84,True,False,False,True
2,0.0,12.96,True,False,False,True
3,0.2,43.176,False,True,False,True
2,0.0,58.34,True,False,False,True
3,0.0,539.97,False,True,False,True
1,0.2,3.928,True,False,False,False
4,0.8,252.784,True,False,False,False
2,0.2,127.984,False,True,False,False
2,0.6,3.984,False,False,False,False
2,0.8,12.992,True,False,False,False
5,0.0,61.0,False,False,False,True
7,0.0,671.93,False,True,False,True
7,0.0,447.86,True,False,False,False
5,0.0,479.95,False,True,False,False
3,0.0,166.44,True,False,False,False
4,0.2,31.68,True,False,False,False
2,0.2,10.368,True,False,False,False
8,0.2,12.032,True,False,False,False
2,0.8,5.768,True,False,False,False
4,0.2,33.12,True,False,True,False
4,0.32,220.2656,False,False,True,False
3,0.2,10.776,True,False,False,False
3,0.2,242.352,False,False,False,False
6,0.0,695.16,True,False,True,False
1,0.0,220.98,False,False,True,False
7,0.7,12.957,True,False,False,True
6,0.0,25.68,True,False,False,False
4,0.2,15.712,True,False,True,False
6,0.2,298.464,True,False,False,True
3,0.0,21.93,True,False,False,False
3,0.0,242.94,True,False,False,False
1,0.0,7.64,True,False,False,False
8,0.0,51.84,True,False,False,False
1,0.0,265.17,True,False,False,False
3,0.2,837.6,False,True,False,False
5,0.0,135.9,True,False,False,False
6,0.0,34.68,True,False,False,False
6,0.2,532.704,False,False,False,False
5,0.0,43.1,True,False,False,False
4,0.0,15.88,True,False,False,False
5,0.2,1123.92,False,False,True,False
2,0.2,249.584,False,True,True,False
3,0.2,48.672,False,False,True,False
2,0.2,60.768,True,False,True,False
5,0.7,78.6,True,False,True,False
2,0.7,3.768,True,False,True,False
2,0.2,1036.624,True,False,True,False
4,0.2,563.808,True,False,True,False
2,0.4,258.528,False,True,False,False
4,0.0,49.12,True,False,False,False
2,0.0,44.46,False,False,False,True
2,0.2,241.568,False,False,False,True
5,0.0,395.0,False,True,False,True
4,0.2,627.168,False,True,False,True
2,0.0,13.28,False,False,True,False
3,0.2,12.672,True,False,True,False
5,0.8,30.56,True,False,False,True
3,0.2,77.952,True,False,False,True
1,0.2,67.992,False,True,False,True
2,0.2,12.224,True,False,False,True
2,0.2,44.784,False,True,False,True
3,0.6,22.848,False,False,False,True
3,0.0,206.43,True,False,False,False
2,0.8,210.392,True,False,True,False
5,0.2,119.96,False,True,False,False
6,0.2,10.608,True,False,False,False
7,0.3,347.802,False,False,True,False
4,0.2,963.136,False,False,True,False
3,0.2,88.776,False,True,True,False
5,0.0,32.4,True,False,True,False
5,0.0,32.4,True,False,False,True
3,0.0,31.05,True,False,False,False
6,0.2,2025.36,False,True,False,False
2,0.7,1799.994,False,True,False,False
2,0.4,101.988,False,True,False,False
7,0.2,262.864,False,False,False,False
2,0.0,735.98,True,False,True,False
3,0.2,93.024,True,False,False,True
2,0.4,284.364,False,False,True,False
2,0.0,26.0,False,True,True,False
5,0.2,67.64,True,False,False,False
3,0.2,119.976,False,True,False,False
5,0.8,5.18,True,False,False,False
2,0.0,15.56,True,False,False,False
5,0.0,78.35,True,False,False,False
3,0.0,59.52,True,False,False,False
9,0.0,38.52,True,False,False,False
2,0.2,239.984,False,True,False,False
3,0.0,19.35,True,False,False,False
5,0.0,67.0,False,False,False,False
8,0.2,390.272,False,False,True,False
13,0.2,62.192,True,False,True,False
6,0.0,23.88,True,False,False,False
2,0.8,3.168,True,False,False,False
5,0.3,528.43,False,False,False,False
3,0.2,13.392,True,False,False,False
7,0.0,181.86,True,False,False,False
2,0.7,180.588,False,False,False,False
2,0.2,47.984,False,True,False,False
2,0.0,18.76,True,False,False,False
3,0.0,20.94,False,False,True,False
2,0.0,58.68,False,False,True,False
5,0.0,254.9,True,False,True,False
2,0.0,9.64,True,False,True,False
3,0.0,826.62,False,True,True,False
9,0.0,1633.14,True,False,True,False
3,0.0,544.38,True,False,True,False
3,0.8,26.046,True,False,True,False
3,0.2,74.352,True,False,True,False
7,0.0,69.93,False,True,True,False
1,0.0,3.75,True,False,True,False
4,0.2,20.928,True,False,True,False
3,0.2,12.672,True,False,False,True
1,0.0,65.99,False,True,True,False
7,0.8,6.37,True,False,True,False
3,0.8,3.648,True,False,False,False
6,0.2,31.104,True,False,False,False
3,0.0,23.34,True,False,False,True
3,0.0,29.97,False,True,True,False
3,0.7,3.366,True,False,False,False
4,0.2,95.968,False,True,False,False
7,0.2,18.704,True,False,True,False
3,0.2,149.232,False,False,False,False
4,0.2,15.936,True,False,False,False
8,0.2,601.536,False,True,False,False
1,0.0,10.99,False,True,False,False
2,0.0,39.88,False,False,False,False
8,0.0,62.24,True,False,False,False
5,0.0,53.2,False,False,False,False
8,0.0,39.84,True,False,False,False
5,0.0,349.95,False,True,True,False
9,0.2,377.928,False,True,True,False
3,0.2,13.392,True,False,True,False
7,0.8,11.228,True,False,True,False
11,0.0,207.24,True,False,False,False
1,0.2,1.504,True,False,True,False
2,0.2,34.848,True,False,True,False
6,0.0,75.18,True,False,False,False
3,0.0,149.97,False,True,False,False
3,0.2,931.176,True,False,True,False
2,0.0,430.88,False,True,True,False
5,0.0,94.85,True,False,True,False
4,0.0,51.12,True,False,True,False
1,0.0,90.0,False,True,True,False
2,0.2,9.408,True,False,True,False
2,0.2,4.672,True,False,True,False
2,0.2,318.4,False,True,True,False
6,0.2,12.768,True,False,True,False
2,0.2,15.36,True,False,True,False
3,0.2,230.376,False,True,True,False
1,0.2,7.16,False,True,True,False
1,0.0,375.34,True,False,False,False
5,0.0,114.9,False,False,False,False
3,0.8,26.046,True,False,False,False
1,0.8,2.896,True,False,False,False
2,0.2,32.544,True,False,False,False
1,0.2,3.984,True,False,False,False
1,0.3,181.797,False,False,False,False
3,0.0,44.94,True,False,False,False
3,0.2,45.576,True,False,False,False
5,0.3,318.43,False,False,True,False
7,0.2,122.92,False,True,True,False
3,0.6,7.068,False,False,True,False
5,0.0,56.45,True,False,True,False
13,0.8,13.468,True,False,False,False
5,0.2,219.8,False,True,False,False
3,0.3,317.058,False,False,False,False
3,0.0,49.08,False,True,True,False
5,0.0,324.9,True,False,True,False
3,0.0,18.24,True,False,True,False
2,0.2,113.888,False,False,False,True
2,0.2,105.584,False,True,False,True
7,0.0,24.85,True,False,True,False
3,0.2,60.312,False,False,False,False
3,0.2,7.056,True,False,False,True
2,0.2,27.184,False,True,False,True
1,0.2,107.984,False,True,False,False
3,0.2,19.296,True,False,False,False
2,0.2,4.608,True,False,True,False
3,0.4,79.974,False,False,True,False
2,0.7,2.946,True,False,True,False
2,0.8,3.136,True,False,False,True
4,0.2,20.736,True,False,True,False
2,0.0,99.98,False,True,True,False
7,0.0,733.95,True,False,True,False
3,0.0,241.44,True,False,True,False
4,0.2,10.08,True,False,True,False
2,0.2,281.904,True,False,False,False
3,0.2,201.432,True,False,False,False
2,0.0,135.98,False,True,False,False
1,0.0,44.95,False,True,False,False
3,0.0,2.97,False,True,True,False
3,0.0,6.54,True,False,True,False
8,0.0,7.92,False,True,True,False
5,0.2,203.92,False,False,False,False
6,0.2,3359.952,False,True,False,True
3,0.0,18.24,True,False,True,False
6,0.0,27.78,True,False,True,False
7,0.0,22.96,True,False,True,False
1,0.0,28.99,False,True,True,False
2,0.0,12.96,True,False,True,False
7,0.0,22.96,True,False,True,False
5,0.0,4164.05,True,False,True,False
2,0.2,47.984,False,True,False,False
1,0.2,4.624,True,False,False,False
3,0.0,15.24,False,False,True,False
7,0.7,63.924,True,False,False,False
2,0.0,6.56,True,False,False,True
3,0.0,13.11,True,False,False,True
3,0.2,494.376,False,True,False,False
5,0.2,29.2,True,False,False,False
5,0.0,248.85,False,True,False,False
1,0.0,36.24,False,True,False,False
2,0.0,11.68,True,False,False,False
3,0.0,11.91,True,False,False,False
2,0.0,3.48,False,False,False,False
8,0.8,30.96,True,False,False,False
11,0.0,1704.89,False,True,False,True
7,0.7,19.194,True,False,False,False
4,0.2,121.792,True,False,False,False
3,0.2,1919.976,False,True,True,False
1,0.7,50.997,True,False,False,False
1,0.2,76.792,True,False,False,False
6,0.4,539.964,False,True,False,False
3,0.2,60.312,False,False,False,False
3,0.7,1.944,True,False,False,False
3,0.2,12.984,True,False,True,False
2,0.2,217.584,False,True,True,False
3,0.2,328.776,False,True,True,False
3,0.8,2.286,True,False,True,False
2,0.2,47.984,False,True,True,False
6,0.2,25.344,True,False,True,False
5,0.2,232.4,True,False,False,False
7,0.0,86.45,False,False,True,False
5,0.2,603.92,False,False,False,False
2,0.0,81.98,True,False,False,False
2,0.1,271.764,False,False,False,False
3,0.2,14.376,True,False,False,False
5,0.6,341.96,False,False,True,False
9,0.0,181.35,True,False,False,False
3,0.0,8.64,True,False,False,False
7,0.2,43.512,True,False,False,False
3,0.2,662.88,False,False,False,False
5,0.2,25.92,True,False,False,False
3,0.0,68.94,True,False,False,True
3,0.0,128.82,False,False,False,True
5,0.8,896.99,True,False,False,False
1,0.8,1.234,True,False,False,False
3,0.2,67.56,True,False,False,False
5,0.2,21.72,True,False,False,False
8,0.2,262.336,True,False,False,False
2,0.2,148.48,False,True,False,False
3,0.2,241.176,False,True,False,False
3,0.2,227.976,False,True,False,True
3,0.2,52.68,False,True,False,True
1,0.6,2.032,False,False,False,True
4,0.0,17.12,True,False,False,False
4,0.2,431.968,False,True,False,False
4,0.0,129.92,False,False,False,False
3,0.2,568.728,False,False,False,False
9,0.2,117.144,True,False,False,False
3,0.0,203.52,True,False,False,False
5,0.0,51.75,True,False,False,False
3,0.0,122.97,True,False,False,False
1,0.3,244.615,False,False,False,False
3,0.0,59.97,False,True,False,False
9,0.0,81.54,True,False,False,False
4,0.0,11.68,True,False,False,False
5,0.0,29.0,True,False,False,False
5,0.0,50.8,True,False,True,False
5,0.8,16.03,True,False,True,False
4,0.2,15.712,True,False,False,False
3,0.0,89.97,False,True,False,False
3,0.15,435.999,False,False,True,False
2,0.2,83.984,False,True,True,False
2,0.0,359.98,False,True,True,False
1,0.3,70.56,False,False,True,False
2,0.0,20.88,True,False,True,False
1,0.0,3.81,True,False,True,False
9,0.2,73.008,True,False,False,True
2,0.8,3.208,True,False,False,False
2,0.2,26.176,False,True,False,False
4,0.0,30.44,True,False,False,True
3,0.0,35.28,False,False,False,True
3,0.0,19.44,True,False,False,True
2,0.0,37.88,True,False,False,True
3,0.6,9.552,False,False,True,False
2,0.15,290.666,False,False,False,False
2,0.2,10.368,True,False,True,False
3,0.2,14.352,True,False,True,False
2,0.0,141.96,False,False,False,False
4,0.2,66.048,True,False,False,False
5,0.0,1287.45,False,True,False,False
6,0.2,25.824,True,False,False,False
2,0.0,160.96,True,False,False,False
3,0.0,28.44,False,False,False,False
5,0.1,364.41,False,False,False,False
4,0.0,39.96,False,True,False,False
2,0.1,361.764,False,False,False,False
9,0.2,111.672,True,False,True,False
6,0.8,13.776,True,False,False,True
3,0.2,10.272,True,False,False,True
9,0.2,24.048,False,False,False,False
1,0.2,2.896,True,False,True,False
3,0.0,17.94,True,False,False,False
7,0.1,384.174,False,False,False,False
5,0.0,1799.75,False,True,False,False
4,0.2,580.672,True,False,False,True
3,0.2,18.936,True,False,False,True
2,0.2,222.384,False,True,False,True
6,0.7,50.454,True,False,False,True
3,0.4,154.764,False,False,False,True
2,0.2,6.848,True,False,False,False
4,0.2,1091.168,False,True,False,True
2,0.2,219.168,False,True,False,True
1,0.8,6.928,True,False,False,False
6,0.2,40.032,True,False,False,False
4,0.0,443.92,True,False,False,True
1,0.0,169.99,True,False,False,True
4,0.0,25.92,True,False,False,True
1,0.0,36.99,False,True,True,False
6,0.0,629.1,True,False,True,False
3,0.0,193.95,True,False,True,False
3,0.0,5.46,True,False,True,False
7,0.6,22.288,False,False,True,False
4,0.6,65.424,False,False,False,False
2,0.0,77.88,True,False,False,False
2,0.3,281.372,False,False,False,True
2,0.3,281.372,False,False,False,True
8,0.7,7.488,True,False,False,True
4,0.2,22.336,False,False,False,True
2,0.2,10.368,True,False,False,False
9,0.0,65.79,True,False,True,False
2,0.2,271.984,True,False,True,False
4,0.0,11.76,True,False,True,False
2,0.0,77.52,True,False,True,False
2,0.2,48.64,True,False,True,False
1,0.0,1.81,True,False,False,False
2,0.0,8.26,True,False,False,False
5,0.2,43.56,True,False,False,True
2,0.2,5.84,True,False,False,True
2,0.1,271.764,False,False,False,True
2,0.0,262.24,True,False,False,False
8,0.0,182.72,True,False,False,False
7,0.0,131.6,False,True,False,False
4,0.2,22.72,True,False,False,False
2,0.2,558.4,False,True,False,False
4,0.0,15.24,True,False,False,True
10,0.0,1408.1,False,False,False,True
4,0.2,32.896,True,False,False,True
2,0.4,215.148,False,False,False,True
6,0.2,30.96,True,False,False,True
3,0.0,29.79,True,False,False,False
2,0.0,128.9,False,False,False,False
9,0.0,60.12,True,False,False,False
3,0.2,24.816,True,False,False,False
6,0.2,14.976,True,False,False,False
2,0.8,15.08,True,False,False,False
3,0.6,24.288,False,False,False,False
2,0.6,16.192,False,False,False,False
2,0.3,251.006,False,False,False,False
6,0.2,54.192,True,False,False,False
1,0.2,4.304,True,False,False,True
14,0.0,108.92,True,False,False,False
3,0.0,16.74,True,False,True,False
7,0.0,2504.74,True,False,True,False
2,0.2,84.784,True,False,True,False
5,0.0,29.9,True,False,False,False
2,0.0,70.88,True,False,True,False
2,0.0,3.76,True,False,False,True
2,0.2,27.264,True,False,False,False
5,0.0,56.65,True,False,False,True
1,0.0,14.97,True,False,False,True
2,0.0,4.02,True,False,False,True
2,0.2,471.92,False,True,False,True
4,0.0,58.72,True,False,False,False
3,0.2,5.16,True,False,False,False
2,0.2,16.496,True,False,False,False
3,0.2,71.976,False,True,False,False
3,0.2,22.512,False,False,False,False
2,0.7,3.444,True,False,False,False
2,0.7,538.194,True,False,False,False
2,0.2,47.984,False,True,False,False
4,0.2,492.768,False,True,True,False
7,0.0,286.79,True,False,False,False
1,0.2,5.08,True,False,False,True
1,0.2,47.992,False,True,False,False
2,0.0,61.96,True,False,True,False
2,0.0,361.96,False,False,True,False
9,0.0,278.82,True,False,True,False
6,0.0,133.38,False,False,False,False
3,0.2,47.952,True,False,False,False
2,0.0,16.74,False,False,False,False
2,0.2,10.848,True,False,True,False
2,0.2,18.544,False,True,True,False
1,0.0,180.98,False,False,False,False
2,0.0,99.98,False,True,False,False
5,0.0,34.95,False,True,True,False
5,0.0,152.0,True,False,True,False
9,0.0,92.52,False,True,False,False
2,0.0,8.56,True,False,True,False
7,0.0,45.36,True,False,True,False
6,0.2,1421.664,False,False,True,False
2,0.0,8.96,False,False,False,False
5,0.0,579.95,False,True,True,False
4,0.0,29.12,False,False,True,False
3,0.0,1202.94,False,False,True,False
4,0.0,7.92,True,False,True,False
1,0.2,36.192,False,True,False,False
2,0.2,147.184,True,False,False,True
2,0.3,408.422,False,False,False,False
6,0.3,382.116,False,False,False,False
5,0.2,68.6,True,False,False,False
3,0.2,435.504,True,False,False,False
2,0.2,11.168,True,False,False,False
4,0.0,72.0,False,True,True,False
5,0.0,655.9,False,True,True,False
4,0.0,603.92,False,False,True,False
2,0.2,513.024,False,False,False,True
6,0.0,487.92,True,False,False,True
5,0.2,15.24,True,False,False,True
3,0.0,209.97,False,True,False,False
3,0.0,62.94,True,False,False,False
9,0.0,25.92,True,False,False,False
2,0.2,10.368,True,False,False,False
3,0.2,95.736,False,True,False,False
4,0.0,900.08,True,False,False,True
2,0.2,201.584,False,True,False,False
4,0.8,3.392,True,False,False,False
4,0.32,193.0656,False,False,False,False
3,0.2,15.552,True,False,False,False
2,0.2,11.648,True,False,False,False
2,0.4,418.8,False,True,False,False
7,0.2,509.488,True,False,False,False
9,0.3,825.174,False,False,True,False
3,0.2,17.76,True,False,True,False
3,0.2,6.912,True,False,True,False
3,0.0,66.3,False,True,False,False
9,0.2,30.816,True,False,False,False
2,0.2,44.784,False,True,False,False
4,0.2,569.536,True,False,False,False
7,0.5,796.425,False,False,False,True
2,0.2,12.832,True,False,True,False
7,0.0,40.46,True,False,True,False
3,0.0,404.94,False,True,True,False
8,0.0,116.0,False,True,True,False
6,0.2,657.552,False,True,False,False
3,0.0,599.97,False,True,False,True
3,0.0,38.97,False,True,False,True
8,0.0,45.84,True,False,False,True
4,0.2,38.24,False,True,False,False
3,0.2,87.168,False,True,False,False
5,0.0,21.4,True,False,True,False
5,0.0,54.9,True,False,True,False
4,0.2,287.968,False,True,False,False
4,0.0,13.12,True,False,False,False
5,0.0,10.75,True,False,False,False
2,0.0,11.62,True,False,False,False
3,0.0,40.74,True,False,False,False
3,0.0,83.25,True,False,True,False
3,0.0,9.45,True,False,True,False
5,0.0,20.65,True,False,True,False
7,0.0,45.36,True,False,True,False
3,0.2,5.352,False,False,False,False
2,0.3,99.372,False,False,False,False
1,0.2,2.672,True,False,False,False
8,0.2,28.672,True,False,False,False
8,0.8,29.312,True,False,False,False
7,0.0,105.98,True,False,False,True
2,0.0,35.06,True,False,False,True
1,0.0,33.94,False,False,False,True
8,0.0,30.0,True,False,False,True
3,0.2,45.528,True,False,False,True
6,0.3,844.116,False,False,False,True
8,0.2,812.736,False,True,False,True
1,0.7,7.476,True,False,True,False
2,0.0,330.4,True,False,False,False
6,0.2,604.752,False,True,False,False
7,0.0,45.36,True,False,False,False
2,0.2,10.128,True,False,False,False
4,0.2,21.792,True,False,False,False
4,0.0,439.8,False,True,False,False
4,0.2,8.256,True,False,False,False
5,0.7,25.56,True,False,False,False
2,0.7,4.368,True,False,False,False
4,0.2,11.52,True,False,False,False
2,0.0,12.96,True,False,False,False
2,0.0,3.96,True,False,False,False
3,0.0,1577.94,True,False,False,True
4,0.6,15.008,False,False,False,True
2,0.0,59.98,False,True,False,True
6,0.2,2395.2,False,True,False,True
4,0.0,1687.8,False,True,False,True
1,0.2,7.992,False,True,False,True
1,0.2,5.184,True,False,True,False
2,0.0,11.68,True,False,False,False
10,0.0,104.8,True,False,False,False
3,0.2,14.496,True,False,False,False
1,0.2,4.784,True,False,False,True
1,0.0,4.73,True,False,False,True
1,0.0,7.89,True,False,False,False
5,0.0,65.5,True,False,False,False
8,0.0,2430.08,False,False,False,False
1,0.0,104.85,True,False,False,False
2,0.0,3.9,True,False,True,False
2,0.0,801.96,False,False,True,False
2,0.0,191.96,False,False,True,False
1,0.0,2.61,True,False,True,False
2,0.0,5.96,True,False,True,False
3,0.4,1169.694,False,True,False,True
2,0.0,1665.62,True,False,False,False
1,0.0,2.88,True,False,False,True
12,0.0,1443.96,True,False,False,True
1,0.2,2.92,True,False,False,False
3,0.0,465.18,True,False,False,False
3,0.7,22.428,True,False,False,True
5,0.2,37.52,True,False,False,True
1,0.2,2.624,True,False,True,False
3,0.2,15.552,True,False,False,False
6,0.2,64.704,False,True,False,False
3,0.2,17.472,False,False,False,False
1,0.4,135.516,False,True,False,False
9,0.2,431.928,False,True,False,False
2,0.2,12.448,True,False,False,False
5,0.3,657.93,False,False,False,False
5,0.0,277.4,True,False,False,True
2,0.0,25.16,False,False,False,True
4,0.0,91.92,False,False,False,True
3,0.0,29.34,True,False,False,False
3,0.2,139.44,True,False,False,False
3,0.2,6.912,True,False,True,False
3,0.2,27.096,True,False,True,False
2,0.2,177.568,True,False,True,False
2,0.2,58.416,False,True,True,False
2,0.2,16.448,True,False,False,True
2,0.2,36.784,False,True,False,True
6,0.3,718.116,False,False,True,False
